Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[1184]   0.0    0.00    0.00       2         std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::size() const [1184]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, unsigned long, std::vector<int, std::allocator<int> > const&) [1220]
[1185]   0.0    0.00    0.00       2         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [1185]
                0.00    0.00       8/12          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [912]
                0.00    0.00       4/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [1048]
                0.00    0.00       2/57449       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [700]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Eigen::Matrix<float, -1, -1, 0, -1, -1>, std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::_Vector_impl::_Vector_impl() [1193]
[1186]   0.0    0.00    0.00       2         std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::allocator() [1186]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::new_allocator() [1160]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Eigen::Matrix<float, -1, -1, 0, -1, -1>, std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::_Vector_impl::~_Vector_impl() [1194]
[1187]   0.0    0.00    0.00       2         std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::~allocator() [1187]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::~new_allocator() [1161]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [1201]
[1188]   0.0    0.00    0.00       2         std::allocator<std::vector<int, std::allocator<int> > >::allocator() [1188]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator() [1164]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [1202]
[1189]   0.0    0.00    0.00       2         std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [1189]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [1165]
-----------------------------------------------
                0.00    0.00       2/2           MaxPooling::forward(Eigen::Matrix<float, -1, -1, 0, -1, -1> const&) [6]
[1190]   0.0    0.00    0.00       2         std::allocator<int>::allocator() [1190]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<int>::new_allocator() [1166]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<Eigen::Matrix<float, -1, -1, 0, -1, -1>*>(Eigen::Matrix<float, -1, -1, 0, -1, -1>*, Eigen::Matrix<float, -1, -1, 0, -1, -1>*) [1235]
[1191]   0.0    0.00    0.00       2         void std::_Destroy_aux<false>::__destroy<Eigen::Matrix<float, -1, -1, 0, -1, -1>*>(Eigen::Matrix<float, -1, -1, 0, -1, -1>*, Eigen::Matrix<float, -1, -1, 0, -1, -1>*) [1191]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*) [1237]
[1192]   0.0    0.00    0.00       2         void std::_Destroy_aux<false>::__destroy<std::vector<float, std::allocator<float> >*>(std::vector<float, std::allocator<float> >*, std::vector<float, std::allocator<float> >*) [1192]
                0.00    0.00      10/10          std::vector<float, std::allocator<float> >* std::__addressof<std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> >&) [950]
                0.00    0.00      10/10          void std::_Destroy<std::vector<float, std::allocator<float> > >(std::vector<float, std::allocator<float> >*) [960]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Eigen::Matrix<float, -1, -1, 0, -1, -1>, std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::_Vector_base() [1197]
[1193]   0.0    0.00    0.00       2         std::_Vector_base<Eigen::Matrix<float, -1, -1, 0, -1, -1>, std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::_Vector_impl::_Vector_impl() [1193]
                0.00    0.00       2/2           std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::allocator() [1186]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Eigen::Matrix<float, -1, -1, 0, -1, -1>, std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::~_Vector_base() [1198]
[1194]   0.0    0.00    0.00       2         std::_Vector_base<Eigen::Matrix<float, -1, -1, 0, -1, -1>, std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::_Vector_impl::~_Vector_impl() [1194]
                0.00    0.00       2/2           std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> >::~allocator() [1187]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Eigen::Matrix<float, -1, -1, 0, -1, -1>, std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::~_Vector_base() [1198]
[1195]   0.0    0.00    0.00       2         std::_Vector_base<Eigen::Matrix<float, -1, -1, 0, -1, -1>, std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::_M_deallocate(Eigen::Matrix<float, -1, -1, 0, -1, -1>*, unsigned long) [1195]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Eigen::Matrix<float, -1, -1, 0, -1, -1>, std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::~vector() [1219]
[1196]   0.0    0.00    0.00       2         std::_Vector_base<Eigen::Matrix<float, -1, -1, 0, -1, -1>, std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::_M_get_Tp_allocator() [1196]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Eigen::Matrix<float, -1, -1, 0, -1, -1>, std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::vector() [1218]
[1197]   0.0    0.00    0.00       2         std::_Vector_base<Eigen::Matrix<float, -1, -1, 0, -1, -1>, std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::_Vector_base() [1197]
                0.00    0.00       2/2           std::_Vector_base<Eigen::Matrix<float, -1, -1, 0, -1, -1>, std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::_Vector_impl::_Vector_impl() [1193]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Eigen::Matrix<float, -1, -1, 0, -1, -1>, std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::~vector() [1219]
[1198]   0.0    0.00    0.00       2         std::_Vector_base<Eigen::Matrix<float, -1, -1, 0, -1, -1>, std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::~_Vector_base() [1198]
                0.00    0.00       2/2           std::_Vector_base<Eigen::Matrix<float, -1, -1, 0, -1, -1>, std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::_Vector_impl::~_Vector_impl() [1194]
                0.00    0.00       2/2           std::_Vector_base<Eigen::Matrix<float, -1, -1, 0, -1, -1>, std::allocator<Eigen::Matrix<float, -1, -1, 0, -1, -1> > >::_M_deallocate(Eigen::Matrix<float, -1, -1, 0, -1, -1>*, unsigned long) [1195]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::reserve(unsigned long) [1422]
                0.00    0.00       1/2           std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::~_Vector_base() [1413]
[1199]   0.0    0.00    0.00       2         std::_Vector_base<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_deallocate(std::vector<float, std::allocator<float> >*, unsigned long) [1199]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<std::vector<float, std::allocator<float> > > >::deallocate(std::allocator<std::vector<float, std::allocator<float> > >&, std::vector<float, std::allocator<float> >*, unsigned long) [1414]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, unsigned long, std::vector<int, std::allocator<int> > const&) [1220]
[1200]   0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [1200]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::allocate(std::allocator<std::vector<int, std::allocator<int> > >&, unsigned long) [1208]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base() [1203]
[1201]   0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [1201]
                0.00    0.00       2/2           std::allocator<std::vector<int, std::allocator<int> > >::allocator() [1188]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [1204]
[1202]   0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [1202]
                0.00    0.00       2/2           std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [1189]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [1224]
[1203]   0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base() [1203]
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [1201]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [1225]
[1204]   0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [1204]
                0.00    0.00       2/4           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [1051]
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [1202]
-----------------------------------------------
                0.00    0.00       2/2           std::move_iterator<std::vector<float, std::allocator<float> >*> std::__make_move_if_noexcept_iterator<std::vector<float, std::allocator<float> >, std::move_iterator<std::vector<float, std::allocator<float> >*> >(std::vector<float, std::allocator<float> >*) [1233]
[1205]   0.0    0.00    0.00       2         std::move_iterator<std::vector<float, std::allocator<float> >*>::move_iterator(std::vector<float, std::allocator<float> >*) [1205]
-----------------------------------------------
                0.00    0.00       2/2           MaxPooling::forward(Eigen::Matrix<float, -1, -1, 0, -1, -1> const&) [6]
[1206]   0.0    0.00    0.00       2         std::numeric_limits<float>::lowest() [1206]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [1051]
[1207]   0.0    0.00    0.00       2         std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::deallocate(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, unsigned long) [1207]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [1162]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [1200]
[1208]   0.0    0.00    0.00       2         std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::allocate(std::allocator<std::vector<int, std::allocator<int> > >&, unsigned long) [1208]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [1163]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >* std::uninitialized_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [1229]
[1209]   0.0    0.00    0.00       2         std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [1209]
